"","price","bedrooms","bathrooms","sqft","neighborhood","status","address"
"33100",450000,0,"1",1128,"Park Slope","sold","711 Thomas S Boyland St, Brooklyn, NY 11212"
"34100",530000,2,"2",NA,"Park Slope","sold","264 Grafton St, Brooklyn, NY 11212"
"35100",30000,5,"3",2026,"Park Slope","sold","140 Liberty Ave, Brooklyn, NY 11212"
"36100",7332,6,"3",2240,"Park Slope","sold","31 Tapscott St, Brooklyn, NY 11212"
"37100",875000,7,"3",NA,"Park Slope","sold","618 Rockaway Ave, Brooklyn, NY 11212"
"38100",540000,4,"3",NA,"Park Slope","sold","2114 Strauss St, Brooklyn, NY 11212"
"39100",533000,4,"3",NA,"Park Slope","sold","63 Herzl St, Brooklyn, NY 11212"
"40100",999000,10,"4",4000,"Park Slope","sold","2261 Strauss St, Brooklyn, NY 11212"
"41100",1,0,"1",3000,"Park Slope","sold","411 Herzl St, Brooklyn, NY 11212"
"42100",825000,5,"3",NA,"Park Slope","sold","1117 Thomas S Boyland St, Brooklyn, NY 11236"
"43100",477000,0,"1",1116,"Park Slope","sold","345 Lott Ave, Brooklyn, NY 11212"
"44100",10,0,"1",2200,"Park Slope","sold","816 Thomas S Boyland St, Brooklyn, NY 11212"
"45100",630000,3,"2",NA,"Park Slope","sold","229 Chester St, Brooklyn, NY 11212"
"46100",628000,3,"2",1148,"Park Slope","sold","937 Rockaway Ave, Brooklyn, NY 11212"
"47100",5e+05,4,"3",NA,"Park Slope","sold","86 Herzl St, Brooklyn, NY 11212"
"48100",10,0,"1",3198,"Park Slope","sold","417 Amboy St, Brooklyn, NY 11212"
"49100",820000,0,"1",3120,"Park Slope","sold","285 Bristol St, Brooklyn, NY 11212"
"50100",575000,4,"3",2400,"Park Slope","sold","342 Legion St, Brooklyn, NY 11212"
"51100",910000,5,"3",1800,"Park Slope","sold","255 Amboy St, Brooklyn, NY 11212"
"52100",599000,3,"3",NA,"Park Slope","sold","950 Rockaway Ave, Brooklyn, NY 11212"
"53100",10,0,"1",2542,"Park Slope","sold","486 Amboy St, Brooklyn, NY 11212"
"54100",850000,5,"4",NA,"Park Slope","sold","122 Livonia Ave, Brooklyn, NY 11212"
"55100",783000,3,"2",1650,"Park Slope","sold","1077 Thomas S Boyland St, Brooklyn, NY 11236"
"56100",675000,5,"2",1720,"Park Slope","sold","650 Saratoga Ave, Brooklyn, NY 11212"
"57100",840000,5,"3",NA,"Park Slope","sold","544 Thatford Ave, Brooklyn, NY 11212"
"58100",535000,3,"2",NA,"Park Slope","sold","488 Junius St, Brooklyn, NY 11212"
"59100",635000,0,"1",3520,"Park Slope","sold","713 Bristol St, Brooklyn, NY 11236"
"60100",370000,3,"3",NA,"Park Slope","sold","390 Christopher Ave, Brooklyn, NY 11212"
"61100",561950,3,"2",1116,"Park Slope","sold","410 Christopher Ave, Brooklyn, NY 11212"
"62100",480193,0,"1",3000,"Park Slope","sold","2100 Strauss St, Brooklyn, NY 11212"
"63100",975000,0,"1",2920,"Park Slope","sold","2301 Strauss St, Brooklyn, NY 11212"
"64100",990000,0,"1",3280,"Park Slope","sold","75 Tapscott St, Brooklyn, NY 11212"
"65100",990000,0,"1",3198,"Park Slope","sold","365 Legion St, Brooklyn, NY 11212"
"66100",10,0,"1",3198,"Park Slope","sold","2109 Union St, Brooklyn, NY 11212"
"67100",4e+05,0,"1",2160,"Park Slope","sold","582 Chester St, Brooklyn, NY 11212"
"68100",799999,0,"1",1634,"Park Slope","sold","60 Lott Ave, Brooklyn, NY 11212"
"69100",1025500,7,"4",3000,"Park Slope","sold","423 Herzl St, Brooklyn, NY 11212"
"70100",850000,0,"1",2560,"Park Slope","sold","141 Legion St, Brooklyn, NY 11212"
"71100",565000,3,"1",1116,"Park Slope","sold","657 Mother Gaston Blvd, Brooklyn, NY 11212"
"72100",9e+05,7,"4",3510,"Park Slope","sold","687 Watkins St, Brooklyn, NY 11212"
"73100",740000,5,"1",2200,"Park Slope","sold","609 Chester St, Brooklyn, NY 11212"
"74100",850000,4,"4",NA,"Park Slope","sold","141 NE Legion St, Brooklyn, NY 11212"
"75100",740000,6,"3",2000,"Park Slope","sold","609 Chester St #2FAMILY, Brooklyn, NY 11212"
"76100",946000,9,"6",3750,"Park Slope","sold","149 Watkins St, Brooklyn, NY 11212"
"77100",999999,9,"4",4000,"Park Slope","sold","2262 Strauss St, Brooklyn, NY 11212"
"78100",995000,7,"4",3198,"Park Slope","sold","367 Legion St, Brooklyn, NY 11212"
"79100",571500,4,"3",1640,"Park Slope","sold","1898 Strauss St, Brooklyn, NY 11212"
"80100",539000,3,"2",NA,"Park Slope","sold","905 Rockaway Ave, Brooklyn, NY 11212"
"81100",1105000,7,"4",3198,"Park Slope","sold","361 Legion St, Brooklyn, NY 11212"
"82100",776000,4,"3",NA,"Park Slope","sold","Address Not Disclosed, Brooklyn, NY 11212"
"83100",1,2,"2",1128,"Park Slope","sold","693 Thomas S Boyland St, Brooklyn, NY 11212"
"84100",460000,2,"2",1128,"Park Slope","sold","439 Christopher Ave, Brooklyn, NY 11212"
"85100",624000,3,"2",NA,"Park Slope","sold","472 Junius St, Brooklyn, NY 11212"
"86100",10,0,"1",2898,"Park Slope","sold","507 Thomas S Boyland St, Brooklyn, NY 11212"
"87100",4e+05,0,"1",3120,"Park Slope","sold","787 Saratoga Ave, Brooklyn, NY 11212"
"88100",1530,5,"2",1800,"Park Slope","sold","139 Dumont Ave, Brooklyn, NY 11212"
"89100",775000,6,"3",NA,"Park Slope","sold","569 Osborn St, Brooklyn, NY 11212"
"90100",860000,3,"1",3300,"Park Slope","sold","1978 Strauss St, Brooklyn, NY 11212"
"91100",835000,4,"3",1696,"Park Slope","sold","254 Amboy St, Brooklyn, NY 11212"
"92100",490000,3,"2",NA,"Park Slope","sold","33 Legion St, Brooklyn, NY 11212"
"93100",6e+05,3,"2",NA,"Park Slope","sold","472 Junius St #1, Brooklyn, NY 11212"
"94100",499000,3,"1",2840,"Park Slope","sold","65 Lott Ave, Brooklyn, NY 11212"
"95100",790000,0,"1",1950,"Park Slope","sold","437 Blake Ave #A, Brooklyn, NY 11212"
"96100",649000,5,"3",1640,"Park Slope","sold","553 Saratoga Ave, Brooklyn, NY 11212"
"97100",515000,2,"2",NA,"Park Slope","sold","196 Bristol St, Brooklyn, NY 11212"
"98100",529000,3,"2",1116,"Park Slope","sold","537 Powell St, Brooklyn, NY 11212"
"99100",510000,2,"2",1131,"Park Slope","sold","233 Herzl St, Brooklyn, NY 11212"
"100100",635000,3,"3",NA,"Park Slope","sold","5515 Whitty Ln, Brooklyn, NY 11203"
"101100",515000,3,"2",NA,"Park Slope","sold","10112 Avenue K, Brooklyn, NY 11236"
"102100",1275000,10,"4",NA,"Park Slope","sold","24 Hinsdale St, Brooklyn, NY 11207"
"103100",720000,4,"4",NA,"Park Slope","sold","10517 Avenue K, Brooklyn, NY 11236"
"104100",429000,3,"2",1024,"Park Slope","sold","1109 E 93rd St #303, Brooklyn, NY 11236"
"105100",780000,5,"2",NA,"Park Slope","sold","974 E 99th St, Brooklyn, NY 11236"
"106100",2140000,5,"4",3200,"Park Slope","sold","163 Bainbridge St, Brooklyn, NY 11233"
"107100",2510000,6,"5",3548,"Park Slope","sold","312 Lewis Ave, Brooklyn, NY 11221"
"108100",2350000,5,"1",2400,"Park Slope","sold","688 Madison St, Brooklyn, NY 11221"
"109100",7e+05,0,"1",1560,"Park Slope","sold","668 E 85th St, Brooklyn, NY 11236"
"110100",521000,4,"2",1440,"Park Slope","sold","933 E 106th St, Brooklyn, NY 11236"
"111100",1600000,3,"2",2520,"Park Slope","sold","348 Malcolm X Blvd, Brooklyn, NY 11233"
"11210",20000,0,"1",2080,"Park Slope","sold","4720 Avenue D, Brooklyn, NY 11203"
"11310",550000,0,"1",2397,"Park Slope","sold","8905 Glenwood Rd, Brooklyn, NY 11236"
"11410",950000,0,"1",2512,"Park Slope","sold","10218 Avenue J, Brooklyn, NY 11236"
"11510",3045750,2,"5",3476,"Park Slope","sold","946 Herkimer St, Brooklyn, NY 11233"
"11610",660000,3,"3",1332,"Park Slope","sold","407 Hinsdale St, Brooklyn, NY 11207"
"11710",925000,0,"1",2136,"Park Slope","sold","1793 Union St, Brooklyn, NY 11213"
"11810",1,6,"2",2956,"Park Slope","sold","205 Barbey St, Brooklyn, NY 11207"
"11910",740000,0,"1",1760,"Park Slope","sold","964 E 100th St, Brooklyn, NY 11236"
"12010",525000,4,"4",NA,"Park Slope","sold","4 Van Siclen Ct, Brooklyn, NY 11207"
"12110",990000,7,"4",NA,"Park Slope","sold","1157 Lenox Rd, Brooklyn, NY 11212"
"12210",563000,3,"3",2480,"Park Slope","sold","665 E 52nd St, Brooklyn, NY 11203"
"12310",1900,0,"1",2112,"Park Slope","sold","8819 Glenwood Rd, Brooklyn, NY 11236"
"12410",20000,0,"1",3240,"Park Slope","sold","1352 Bushwick Ave, Brooklyn, NY 11207"
"12510",795000,0,"1",2785,"Park Slope","sold","701 E 96th St, Brooklyn, NY 11236"
"12610",1080000,11,"7",5000,"Park Slope","sold","581 Liberty Ave, Brooklyn, NY 11207"
"12710",220000,0,"1",NA,"Park Slope","sold","1021 E 108th St #1B, Brooklyn, NY 11236"
"12810",1450000,0,"1",4400,"Park Slope","sold","263 Troy Ave, Brooklyn, NY 11213"
"12910",750000,4,"2",NA,"Park Slope","sold","1122 E 105th St, Brooklyn, NY 11236"
"13010",635000,3,"2",1116,"Park Slope","listed","513 Christopher Ave, Brooklyn, NY 11212"
"13110",639900,3,"3",1116,"Park Slope","listed","390 Christopher Ave #1, Brooklyn, NY 11212"
"13210",1650000,0,"5",4800,"Park Slope","listed","1770 Pitkin Ave, Brooklyn, NY 11212"
"13310",560000,3,"2",1116,"Park Slope","listed","576 Saratoga Ave, Brooklyn, NY 11212"
"13410",275000,2,"2",1500,"Park Slope","listed","213 Chester St, Brooklyn, NY 11212"
"13510",830000,6,"3",1933,"Park Slope","listed","511 Thomas S Boyland St, Brooklyn, NY 11212"
"13610",549000,2,"3",1116,"Park Slope","listed","647 Sackman St, Brooklyn, NY 11212"
"13710",899000,5,"4",3240,"Park Slope","listed","166 Herzl St, Brooklyn, NY 11212"
"13810",549000,3,"2",1128,"Park Slope","listed","706 Sackman St, Brooklyn, NY 11212"
"13910",980000,9,"4",NA,"Park Slope","listed","51 Chester St, Brooklyn, NY 11212"
"14010",619000,3,"2",1116,"Park Slope","listed","268 Amboy St, Brooklyn, NY 11212"
"14110",850000,7,"3",2565,"Park Slope","listed","524 Chester St, Brooklyn, NY 11212"
"14210",650000,5,"2",NA,"Park Slope","listed","135 Dumont Ave, Brooklyn, NY 11212"
"14310",750000,5,"3",1756,"Park Slope","listed","634 Saratoga Ave, Brooklyn, NY 11212"
"14410",550000,3,"2",1116,"Park Slope","listed","535 Watkins St, Brooklyn, NY 11212"
"14510",1150000,4,"4",NA,"Park Slope","listed","65 Sutter Ave, Brooklyn, NY 11212"
"14610",1200000,9,"4",NA,"Park Slope","listed","602 Osborn St #3627-0042, Brooklyn, NY 11212"
"14710",1100000,7,"4",3744,"Park Slope","listed","204 Tapscott St, Brooklyn, NY 11212"
"14810",575000,3,"3",1116,"Park Slope","listed","766 Sackman St, Brooklyn, NY 11212"
"14910",849000,5,"2",1600,"Park Slope","listed","557 Thomas S Boyland St, Brooklyn, NY 11212"
"15010",569000,2,"1",1116,"Park Slope","listed","469 Powell St, Brooklyn, NY 11212"
"15110",599000,3,"2",1116,"Park Slope","listed","140 Sutter Ave, Brooklyn, NY 11212"
"15210",1249999,6,"13",3896,"Park Slope","listed","1782 Pitkin Ave #1, Brooklyn, NY 11212"
"15310",1249999,0,"1",3896,"Park Slope","listed","1782 Pitkin Ave, Brooklyn, NY 11212"
"15410",639900,3,"3",1116,"Park Slope","listed","390 Christopher Ave, Brooklyn, NY 11212"
"15510",1200000,6,"5",3386,"Park Slope","listed","762 Howard Ave, Brooklyn, NY 11212"
"15610",579000,3,"2",1116,"Park Slope","listed","534 Powell St, Brooklyn, NY 11212"
"15710",8e+05,8,"3",NA,"Park Slope","listed","1700 E New York Ave, Brooklyn, NY 11212"
"15810",1200000,8,"5",NA,"Park Slope","listed","179 Newport St, Brooklyn, NY 11212"
"15910",575000,3,"2",1148,"Park Slope","listed","229 Chester St, Brooklyn, NY 11212"
"16010",650000,3,"2",1116,"Park Slope","listed","613 Thomas S Boyland St, Brooklyn, NY 11212"
"16110",878000,9,"4",3198,"Park Slope","listed","77 Riverdale Ave, Brooklyn, NY 11212"
"16210",795000,8,"3",2460,"Park Slope","listed","542 Chester St, Brooklyn, NY 11212"
"16310",719000,4,"3",1808,"Park Slope","listed","548 Chester St, Brooklyn, NY 11212"
"16410",599000,3,"1",1116,"Park Slope","listed","548 Powell St, Brooklyn, NY 11212"
"16510",1220000,6,"7",3210,"Park Slope","listed","134 Blake Ave, Brooklyn, NY 11212"
"16610",1100000,7,"5",3198,"Park Slope","listed","2165 Strauss St, Brooklyn, NY 11212"
"16710",829000,5,"3",NA,"Park Slope","listed","439A Blake Ave #A, Brooklyn, NY 11212"
"16810",425000,0,"1",NA,"Park Slope","listed","212 Tapscott St, Brooklyn, NY 11212"
"16910",1100000,6,"4",2120,"Park Slope","listed","134 Newport St, Brooklyn, NY 11212"
"17010",1249000,7,"4",NA,"Park Slope","listed","1178 E New York Ave, Brooklyn, NY 11212"
"17110",1299999,11,"5",4800,"Park Slope","listed","637 Osborn St, Brooklyn, NY 11212"
"17210",599999,4,"3",1600,"Park Slope","listed","571 Thomas S Boyland St, Brooklyn, NY 11212"
"17310",699000,3,"2",1116,"Park Slope","listed","433 Christopher Ave, Brooklyn, NY 11212"
"17410",1800000,3,"1",1116,"Park Slope","listed","546 Saratoga Ave, Brooklyn, NY 11212"
"17510",889999,6,"2",2200,"Park Slope","listed","789 Thomas S Boyland St, Brooklyn, NY 11212"
"17610",720000,4,"2",1960,"Park Slope","listed","907 Thomas S Boyland St, Brooklyn, NY 11212"
"17710",297250,0,"1",NA,"Park Slope","listed","1698 E New York Ave, Brooklyn, NY 11212"
"17810",849000,4,"3",1890,"Park Slope","listed","442 Blake Ave, Brooklyn, NY 11212"
"17910",1250000,9,"5",3740,"Park Slope","listed","285 Mother Gaston Blvd #5, Brooklyn, NY 11212"
"18010",1100000,9,"4",2718,"Park Slope","listed","65 Chester St, Brooklyn, NY 11212"
"18110",1250000,9,"3",2814,"Park Slope","listed","107 Thatford Ave, Brooklyn, NY 11212"
"18210",1100000,9,"4",NA,"Park Slope","listed","67 Chester St #3, Brooklyn, NY 11212"
"18310",949000,8,"5",3600,"Park Slope","listed","351 Herzl St, Brooklyn, NY 11212"
"18410",350000,0,"1",NA,"Park Slope","listed","666 Osborn St, Brooklyn, NY 11212"
"18510",1299999,11,"5",4072,"Park Slope","listed","637 Osborn St #A, Brooklyn, NY 11212"
"18610",1125000,7,"3",2925,"Park Slope","listed","125 Chester St, Brooklyn, NY 11212"
"18710",1200000,6,"4",2550,"Park Slope","listed","34 Georgia Ave #3, Brooklyn, NY 11207"
"18810",1290000,6,"5",NA,"Park Slope","listed","613 87th St, Brooklyn, NY 11236"
"18910",749000,2,"1",1840,"Park Slope","listed","1133 E 100th St, Brooklyn, NY 11236"
"19010",1200000,4,"3",1800,"Park Slope","listed","221 Chauncey St, Brooklyn, NY 11233"
"19110",1800000,6,"6",NA,"Park Slope","listed","1134 Eastern Pkwy, Brooklyn, NY 11213"
"19210",899000,3,"3",1872,"Park Slope","listed","5549 Whitty Ln, Brooklyn, NY 11203"
"19310",545000,1,"1",552,"Park Slope","listed","1776 Broadway #4A, Brooklyn, NY 11207"
"19510",169000,1,"1",NA,"Park Slope","listed","1031 E 108th St #DD, Canarsie, NY 11236"
"19610",1188888,3,"3",1902,"Park Slope","listed","1252 Prospect Pl, Brooklyn, NY 11213"
"19710",1699000,4,"3",2590,"Park Slope","listed","196 Decatur St, Brooklyn, NY 11233"
"19910",2100000,6,"4",3192,"Park Slope","listed","521 Hancock St, Brooklyn, NY 11233"
"20010",1999000,5,"4",2226,"Park Slope","listed","390 Bainbridge St, Brooklyn, NY 11233"
"20110",1087000,9,"4",3300,"Park Slope","listed","2166 Pitkin Ave E, Brooklyn, NY 11207"
"20210",1200000,0,"1",1980,"Park Slope","listed","293 Saratoga Ave, Brooklyn, NY 11233"
"20310",849000,8,"5",1875,"Park Slope","listed","288 Vermont St, Brooklyn, NY 11207"
"20410",1295000,6,"2",2136,"Park Slope","listed","1797 Union St #1, Brooklyn, NY 11213"
"20510",2250000,7,"5",4412,"Park Slope","listed","256 Decatur St, Brooklyn, NY 11233"
"20610",889000,3,"2",1924,"Park Slope","listed","241 Buffalo Ave, Brooklyn, NY 11213"
"20710",4e+05,2,"1",669,"Park Slope","listed","126 Saratoga Ave #1A, Brooklyn, NY 11233"
"20810",1495000,3,"3",2700,"Park Slope","listed","697 Decatur St, Brooklyn, NY 11233"
"21010",1299000,4,"3",1900,"Park Slope","listed","1761 Dean St, Brooklyn, NY 11233"
"21110",560000,3,"3",1132,"Park Slope","listed","385 Van Siclen Ave, Brooklyn, NY 11207"
"21210",810000,6,"3",NA,"Park Slope","listed","1279 93 #2, Brooklyn, NY 11236"
"21310",539000,2,"1",578,"Park Slope","listed","153 Chauncey St #3D, Brooklyn, NY 11233"
"21410",930000,5,"2",2160,"Park Slope","listed","387 Bradford St, Brooklyn, NY 11207"
"21510",799000,4,"4",3900,"Park Slope","listed","868 Clarkson Ave, Brooklyn, NY 11203"
"21610",1800000,6,"4",3100,"Park Slope","listed","534 Hancock St, Brooklyn, NY 11233"
"11207",915000,8,"3",NA,"East New York","sold","85 Chestnut St, Brooklyn, NY 11208"
"21001",620000,2,"2",NA,"East New York","sold","548 Essex St, Brooklyn, NY 11208"
"31001",1275000,10,"4",NA,"East New York","sold","24 Hinsdale St, Brooklyn, NY 11207"
"41001",720000,4,"2",1900,"East New York","sold","190 Etna St, Brooklyn, NY 11208"
"51001",1293000,0,"1",3319,"East New York","sold","1144 Blake Ave #4, Brooklyn, NY 11208"
"61001",420000,2,"3",2160,"East New York","sold","194 Sheridan Ave, Brooklyn, NY 11208"
"71001",250000,2,"1",2048,"East New York","sold","1080 Sutter Ave, Brooklyn, NY 11208"
"81001",660000,3,"3",1332,"East New York","sold","407 Hinsdale St, Brooklyn, NY 11207"
"91001",1,6,"2",2956,"East New York","sold","205 Barbey St, Brooklyn, NY 11207"
"101001",525000,4,"4",NA,"East New York","sold","4 Van Siclen Ct, Brooklyn, NY 11207"
"11208",391000,0,"1",1173,"East New York","sold","12205 Flatlands Ave #7, Brooklyn, NY 11207"
"12101",477000,0,"1",1200,"East New York","sold","633 Elton St, Brooklyn, NY 11208"
"13101",855000,4,"3",1816,"East New York","sold","252 Crescent St, Brooklyn, NY 11208"
"14101",1,0,"1",1132,"East New York","sold","261 Berriman St, Brooklyn, NY 11208"
"15101",1080000,11,"7",5000,"East New York","sold","581 Liberty Ave, Brooklyn, NY 11207"
"16101",100,0,"1",2320,"East New York","sold","919 Dumont Ave, Brooklyn, NY 11207"
"17101",350000,3,"3",NA,"East New York","sold","326 Berriman St, Brooklyn, NY 11208"
"18101",511500,3,"2",NA,"East New York","sold","916 Jerome St, Brooklyn, NY 11207"
"19101",5e+05,4,"1",NA,"East New York","sold","775 New Jersey Ave, Brooklyn, NY 11207"
"20101",850000,6,"2",3060,"East New York","sold","734 Crescent St, Brooklyn, NY 11208"
"21101",1120000,7,"2",NA,"East New York","sold","615 Crescent St, Brooklyn, NY 11208"
"22101",765000,6,"4",2080,"East New York","sold","822 Hendrix St, Brooklyn, NY 11207"
"23101",523000,3,"1",NA,"East New York","sold","344 Euclid Ave, Brooklyn, NY 11208"
"24101",247000,3,"3",1700,"East New York","sold","1065 Hegeman Ave, Brooklyn, NY 11208"
"25101",725000,4,"2",1368,"East New York","sold","2701 Fulton St, Brooklyn, NY 11207"
"26101",10,0,"1",2600,"East New York","sold","325 Atkins Ave, Brooklyn, NY 11208"
"27101",780000,6,"2",NA,"East New York","sold","294 Nichols Ave, Brooklyn, NY 11208"
"28101",755000,6,"2",2000,"East New York","sold","585 Logan St, Brooklyn, NY 11208"
"29101",642500,3,"3",NA,"East New York","sold","49 Sheridan Ave, Brooklyn, NY 11208"
"30101",849000,6,"2",NA,"East New York","sold","473 Atkins Ave, Brooklyn, NY 11208"
"31101",6e+05,0,"1",2064,"East New York","sold","2212 Pitkin Ave, Brooklyn, NY 11207"
"32101",1125000,9,"5",NA,"East New York","sold","378 Forbell St, Brooklyn, NY 11208"
"33101",910000,7,"3",NA,"East New York","sold","135 Autumn Ave, Brooklyn, NY 11208"
"34101",660000,3,"3",NA,"East New York","sold","516 Warwick St, Brooklyn, NY 11207"
"35101",529000,3,"2",1254,"East New York","sold","709 Vermont St, Brooklyn, NY 11207"
"36101",1400000,0,"1",NA,"East New York","sold","515-517 Georgia Ave E, Brooklyn, NY 11207"
"37101",780000,6,"3",2720,"East New York","sold","519 Wyona St, Brooklyn, NY 11207"
"38101",885000,6,"3",NA,"East New York","sold","107 Shepherd Ave, Brooklyn, NY 11208"
"39101",538000,3,"2",1116,"East New York","sold","982 Blake Ave, Brooklyn, NY 11208"
"40101",879000,5,"2",1152,"East New York","sold","81 Milford St, Brooklyn, NY 11208"
"41101",990000,5,"3",2000,"East New York","sold","377 Berriman St, Brooklyn, NY 11208"
"42101",650000,0,"1",3300,"East New York","sold","410 New Lots Ave, Brooklyn, NY 11207"
"43101",630000,3,"2",NA,"East New York","sold","750 Schenck Ave, Brooklyn, NY 11207"
"44101",855000,0,"1",2064,"East New York","sold","602 Autumn Ave, Brooklyn, NY 11208"
"45101",897000,0,"1",2080,"East New York","sold","59 Sheridan Ave, Brooklyn, NY 11208"
"46101",735000,3,"2",1632,"East New York","sold","492 Hegeman Ave, Brooklyn, NY 11207"
"47101",970000,6,"4",1710,"East New York","sold","998 Barbey St, Brooklyn, NY 11207"
"48101",585000,3,"3",NA,"East New York","sold","255 Linwood St, Brooklyn, NY 11208"
"49101",1293000,11,"4",NA,"East New York","sold","1144 Blake Ave E, Brooklyn, NY 11208"
"50101",840000,4,"3",2184,"East New York","sold","790 Elton St, Brooklyn, NY 11208"
"51101",615000,4,"2",2192,"East New York","sold","718 Shepherd Ave, Brooklyn, NY 11208"
"52101",560000,3,"2",1088,"East New York","sold","1062 Hendrix St, Brooklyn, NY 11207"
"53101",775000,0,"1",2925,"East New York","sold","302 Berriman St, Brooklyn, NY 11208"
"54101",630000,5,"3",NA,"East New York","sold","70 Hendrix St, Brooklyn, NY 11207"
"55101",935000,6,"3",NA,"East New York","sold","403 Ridgewood Ave, Brooklyn, NY 11208"
"56101",365000,0,"1",898,"East New York","sold","190 Cozine Ave #6, Brooklyn, NY 11207"
"57101",525000,3,"2",1224,"East New York","sold","895 Ashford St, Brooklyn, NY 11207"
"58101",550000,7,"4",1920,"East New York","sold","591 Warwick St #5, Brooklyn, NY 11207"
"59101",2300000,2,"1",1476,"East New York","sold","82 Milford St, Brooklyn, NY 11208"
"60101",10,3,"1",2320,"East New York","sold","206 Hale Ave, Brooklyn, NY 11208"
"61101",879000,4,"3",NA,"East New York","sold","81 Milford St #A, Brooklyn, NY 11208"
"62101",750000,0,"1",2940,"East New York","sold","1397 Sutter Ave, Brooklyn, NY 11208"
"63101",6e+05,3,"2",NA,"East New York","sold","446 Belmont Ave, Brooklyn, NY 11207"
"64101",6e+05,4,"3",NA,"East New York","sold","2212 Pitkin Ave E, Brooklyn, NY 11207"
"65101",740000,3,"2",NA,"East New York","sold","75 Hendrix St, Brooklyn, NY 11207"
"66101",450000,4,"2",NA,"East New York","sold","2798 Pitkin Ave, Brooklyn, NY 11208"
"67101",995000,0,"1",2800,"East New York","sold","568 Pine St, Brooklyn, NY 11208"
"68101",875000,0,"1",2496,"East New York","sold","604 Pine St, Brooklyn, NY 11208"
"69101",750000,5,"3",2420,"East New York","sold","665 Pine St, Brooklyn, NY 11208"
"70101",985000,5,"3",NA,"East New York","sold","139 Autumn Ave, Brooklyn, NY 11208"
"71101",391000,3,"2",1173,"East New York","sold","12205 Flatlands Ave #3D, Brooklyn, NY 11207"
"72101",10,0,"1",1356,"East New York","sold","225 Barbey St, Brooklyn, NY 11207"
"73101",350000,3,"2",NA,"East New York","sold","549 Sheffield Ave, Brooklyn, NY 11207"
"74101",725000,4,"2",NA,"East New York","sold","512 Eldert Ln, Brooklyn, NY 11208"
"75101",206250,0,"1",622,"East New York","sold","240 Cozine Ave #5F, Brooklyn, NY 11207"
"76101",745000,4,"2",NA,"East New York","sold","341 Warwick St, Brooklyn, NY 11207"
"77101",749000,4,"2",1120,"East New York","sold","5 Folsom Pl, Brooklyn, NY 11208"
"78101",590000,3,"3",NA,"East New York","sold","535 Warwick St, Brooklyn, NY 11207"
"79101",299900,1,"1",NA,"East New York","sold","380 Cozine Ave #5B, Brooklyn, NY 11207"
"80101",8e+05,5,"3",NA,"East New York","sold","183 Forbell St, Brooklyn, NY 11208"
"81101",950000,7,"3",2320,"East New York","sold","508 Pine St, Brooklyn, NY 11208"
"82101",570000,3,"2",NA,"East New York","sold","985 Blake Ave, Brooklyn, NY 11208"
"83101",4e+05,3,"2",NA,"East New York","sold","1030 Hendrix St, Brooklyn, NY 11207"
"84101",435000,2,"1",450,"East New York","sold","887 Pine St, Brooklyn, NY 11208"
"85101",7e+05,4,"4",1400,"East New York","sold","636 Hendrix St, Brooklyn, NY 11207"
"86101",990000,6,"5",1498,"East New York","sold","2758 Fulton St, Brooklyn, NY 11207"
"87101",765000,4,"3",NA,"East New York","sold","205 Hale Ave, Brooklyn, NY 11208"
"88101",825000,4,"4",NA,"East New York","sold","982 Ashford St, Brooklyn, NY 11207"
"89101",1,0,"1",NA,"East New York","sold","Hegeman Ave, Brooklyn, NY 11208"
"90101",1,0,"1",1760,"East New York","sold","845 Hegeman Ave, Brooklyn, NY 11207"
"91101",150000,0,"1",629,"East New York","sold","738 Pennsylvania Ave, Brooklyn, NY 11207"
"92101",880000,7,"4",2128,"East New York","sold","110 Miller Ave, Brooklyn, NY 11207"
"93101",825000,5,"2",1760,"East New York","sold","708 Elton St, Brooklyn, NY 11208"
"94101",745000,4,"2",NA,"East New York","sold","341 Warwick St #A, Brooklyn, NY 11207"
"95101",10,3,"5",966,"East New York","sold","700 Vermont St, Brooklyn, NY 11207"
"96101",560000,4,"2",1582,"East New York","sold","48 Essex St, Brooklyn, NY 11208"
"97101",365000,2,"1",NA,"East New York","sold","190 Cozine Ave #7C, Brooklyn, NY 11207"
"98101",535000,3,"2",1132,"East New York","sold","191 Berriman St, Brooklyn, NY 11208"
"99101",725000,0,"1",2064,"East New York","sold","604 Autumn Ave, Brooklyn, NY 11208"
"100101",10,0,"1",1088,"East New York","sold","1048 Hendrix St, Brooklyn, NY 11207"
"101101",850000,6,"4",3120,"East New York","sold","486 Jerome St, Brooklyn, NY 11207"
"102101",1000,0,"1",1152,"East New York","sold","573 Lincoln Ave, Brooklyn, NY 11208"
"103101",320000,0,"1",NA,"East New York","sold","19 Barbey St, Brooklyn, NY 11207"
"104101",999000,9,"6",3000,"East New York","sold","425 Linwood St, Brooklyn, NY 11208"
"105101",215000,0,"1",1980,"East New York","sold","409 Elton St, Brooklyn, NY 11208"
"106101",6e+05,0,"1",1132,"East New York","sold","255 Berriman St, Brooklyn, NY 11208"
"107101",10,6,"5",3440,"East New York","sold","644 Alabama Ave, Brooklyn, NY 11207"
"108101",930000,6,"4",2438,"East New York","sold","20 Sheridan Ave, Brooklyn, NY 11208"
"109101",4e+05,0,"1",2232,"East New York","sold","311 Ridgewood Ave, Brooklyn, NY 11208"
"110101",799000,0,"1",NA,"East New York","sold","203 Hale Ave, Brooklyn, NY 11208"
